,Unnamed: 0,Double record?,qid,Sarwiki,P418,P34,Unnamed: 5,Unnamed: 6,Senwiki,P671,P34.1,Wikidata_qid,Wikidata2,Len,Den,P2,P2.1,P131,P131.1,lat_lon_P48,P670,qal18,wik_en_x,sv.wiki,wik_tr_x,Description,anc_name_x,lat_wgs1984_x,lon_wgs1984_x,accuracy_x,qid.1,"cdli_legacy_""Len""",cdli_provenience_id_P694,transciption_name,language,tr_name,ara_name_x,arm_name_x,fas_name_x,geo_name_x,gre_name_x,heb_name_x,rus_name_x,pleiades_id_P671,osm_id,osm_type,site_id_x,geonames_id,Unnamed: 47,wik_ara_x,wik_fas_x,wik_gre_x,wik_heb_x,wik_en.1,lan,qid.2,"qid,Len,Lfr,Lde,Den,P2,P2,P131,P131,P48,P670,qal18",place,link,placeLabel,site_id_y,cdli_provenience_id,accuracy_y,anc_name_y,transc_name,ara_name_y,arm_name_y,fas_name_y,geo_name_y,gre_name_y,heb_name_y,rus_name_y,legacy_name,pleiades_url,osm_url,geonames_url,wik_en_y,wik_ara_y,wik_fas_y,wik_gre_y,wik_heb_y,wik_tr_y,rla_url,wikidata_url,lon_wgs1984_y,lat_wgs1984_y,geometry,_merge
89,141.0,,Q389823,,,,,, Khinnis Reliefs ,874398.0,ar:بافيان,,,Bāfīān,ancient location and modern archaeological excavation site,Q8,Q389596,Q389595,Q389597,@36.7615/43.42,Bāfīān,Q389598,https://en.wikipedia.org/wiki/Khinnis_Reliefs,,,ancient location and modern archeologoical excavation site,Unknown,36.7615,43.42,3.0,Q389823,"""uncertain (mod. Bavian)""","""""""""240""""""""",Bāfīān,Arabic,,بافيان,,,,,,,874398.0,4532522439.0,node,BVI,,,,,,,https://en.wikipedia.org/wiki/Khinnis_Reliefs,,,",""Bāfīān"",""Bāfīān"",""Bāfīān"",""ancient location and modern archaeological excavation site"",Q8,Q389596,Q389595,Q389597,@36.7615/43.42,""""""Bāfīān"""""",Q389598",,,,BVI,240,2,,Bāfīān,بافيان,,,,,,,uncertain (mod. Bavian),https://pleiades.stoa.org/places/874398,https://www.openstreetmap.org/node/4532522439,,https://en.wikipedia.org/wiki/Khinnis_Reliefs,,,,,,,https://wikidata.org/wiki/Q104874183,43.4200,36.7615,,both
90,30.0,,Q389955,جبيل,,,,, Byblos ,668216.0,ar:جبيل,,,Byblos,ancient location and modern archaeological excavation site,Q8,Q389596,Q389595,Q389597,@34.1191/35.646,Jibaīl,Q389598,https://en.wikipedia.org/wiki/Byblos,,,ancient location and modern archeologoical excavation site,Gubla,34.1191,35.646,3.0,Q389955,"""Gubla (mod. Byblos)""","""""""""47""""""""",Jibaīl,Arabic,,جبيل,,,,,,,668216.0,113211719.0,way,BYB,,,https://ar.wikipedia.org/wiki/جبيل,,,,https://en.wikipedia.org/wiki/Byblos,,,",""Byblos"",""Byblos"",""Byblos"",""ancient location and modern archaeological excavation site"",Q8,Q389596,Q389595,Q389597,@34.1191/35.646,""""""Jibaīl"""""",Q389598",,,,BYB,47,3,Gubla,Jibaīl,جبيل,,,,,,,Gubla (mod. Byblos),https://pleiades.stoa.org/places/668216,https://www.openstreetmap.org/way/113211719,,https://en.wikipedia.org/wiki/Byblos,https://ar.wikipedia.org/wiki/جبيل,,,,,,https://wikidata.org/wiki/Q173532,35.6460,34.1191,,both
91,456.0,,Q389883,,97731.0,,,, Tell Bazmusian ,532748467.0,ar:تل باز مسيان,,,Tall Bāz Musiyān,ancient location and modern archaeological excavation site,Q8,Q389596,Q389595,Q389597,@36.1614/44.9243,Tall Bāz Musiyān,Q389598,https://en.wikipedia.org/wiki/Tell_Bazmusian,,,ancient location and modern archeologoical excavation site,Unknown,36.1614,44.9243,2.0,Q389883,,,Tall Bāz Musiyān,Arabic,,تل باز مسيان,,,,,,,532748467.0,2488281449.0,node,BZM,97731.0,,,,,,https://en.wikipedia.org/wiki/Tell_Bazmusian,,,",""Tall Bāz Musiyān"",""Tall Bāz Musiyān"",""Tall Bāz Musiyān"",""ancient location and modern archaeological excavation site"",Q8,Q389596,Q389595,Q389597,@36.1614/44.9243,""""""Tall Bāz Musiyān"""""",Q389598",,,,BZM,0,2,,Tall Bāz Musiyān,تل باز مسيان,,,,,,,,https://pleiades.stoa.org/places/532748467,https://www.openstreetmap.org/node/2488281449,https://www.geonames.org/97731,https://en.wikipedia.org/wiki/Tell_Bazmusian,,,,,,,https://wikidata.org/wiki/Q7697385,44.9243,36.1614,,both
92,301.0,,Q390134,,6987233.0,,Strwiki,Çavuştepe Kalesi, Çavuştepe ,825333700.0,,Q272699,,Çavuştepe,ancient location and modern archaeological excavation site,Q8,Q389596,Q389595,Q389597,@38.3533/43.4619,Çavuştepe,Q246325,https://en.wikipedia.org/wiki/Çavuştepe,,https://tr.wikipedia.org/wiki/Çavuştepe_Kalesi,ancient location and modern archeologoical excavation site,Sardurihinili,38.3533,43.4619,3.0,Q390134,,,Çavuştepe,Turkish,,,,,,,,,825333700.0,184072597.0,way,CAV,6987233.0,Q272699,,,,,https://en.wikipedia.org/wiki/Çavuştepe,,,",""Çavuştepe"",""Çavuştepe"",""Çavuştepe"",""ancient location and modern archaeological excavation site"",Q8,Q389596,Q389595,Q389597,@38.3533/43.4619,""""""Çavuştepe"""""",Q246325",Q389668,Q1344411,Phanagoria,CAV,0,3,Sardurihinili,Çavuştepe,,,,,,,,,https://pleiades.stoa.org/places/825333700,https://www.openstreetmap.org/way/184072597,https://www.geonames.org/6987233,https://en.wikipedia.org/wiki/Çavuştepe,,,,,https://tr.wikipedia.org/wiki/Çavuştepe_Kalesi,,,43.4619,38.3533,,both
93,543.0,,Q390122,,318923.0,,,,,,,,,Çelebibağı,ancient location and modern archaeological excavation site,Q8,Q389596,Q389595,Q389597,@38.9839/43.3127,Çelebibağı,Q246325,,,,ancient location and modern archeologoical excavation site,Unknown,38.9839,43.3127,2.0,Q390122,,,Çelebibağı,Turkish,,,,,,,,,,2292068609.0,node,CEL,318923.0,,,,,,,,,",""Çelebibağı"",""Çelebibağı"",""Çelebibağı"",""ancient location and modern archaeological excavation site"",Q8,Q389596,Q389595,Q389597,@38.9839/43.3127,""""""Çelebibağı"""""",Q246325",,,,CEL,0,2,,Çelebibağı,,,,,,,,,https://pleiades.stoa.org/places/393203595,https://www.openstreetmap.org/node/2292068609,https://www.geonames.org/318923,,,,,,,,,43.3127,38.9839,,both
94,84.0,,Q389710,,138866.0,fa:چغامیش,,, Chogha Mish ,912829.0,,,,Chugha Mish,ancient location and modern archaeological excavation site,Q8,Q389596,Q389595,Q389597,@32.224/48.5555,Chughā Mīsh,Q389601,https://en.wikipedia.org/wiki/Chogha_Mish,,,ancient location and modern archeologoical excavation site,Unknown,32.224,48.5555,3.0,Q389710,"""uncertain (mod. Chogha Mish)""","""""""""137""""""""",Chughā Mīsh,Farsi,,,,چغامیش,,,,,912829.0,670424271.0,way,CGM,138866.0,,,,,,https://en.wikipedia.org/wiki/Chogha_Mish,,,",""Chugha Mish"",""Chugha Mish"",""Chugha Mish"",""ancient location and modern archaeological excavation site"",Q8,Q389596,Q389595,Q389597,@32.224/48.5555,""""""Chughā Mīsh"""""",Q389601",,,,CGM,137,3,,Chughā Mīsh,,,چغامیش,,,,,uncertain (mod. Chogha Mish),https://pleiades.stoa.org/places/912829,https://www.openstreetmap.org/way/670424271,https://www.geonames.org/138866,https://en.wikipedia.org/wiki/Chogha_Mish,,https://fa.wikipedia.org/wiki/تپه_چغامیش,,,,,https://wikidata.org/wiki/Q5103844,48.5555,32.2240,,both
95,295.0,,Q389711,,,fa:چقاگاوانه,,,,,,,,Chughā Gāwānah,ancient location and modern archaeological excavation site,Q8,Q389596,Q389595,Q389597,@34.1101/46.5286,Chughā Gāwānah,Q389601,,,,ancient location and modern archeologoical excavation site,Palum,34.1101,46.5286,3.0,Q389711,,,Chughā Gāwānah,Farsi,,,,چقاگاوانه,,,,,,345763293.0,way,CGV,,,,,,,,,,",""Chughā Gāwānah"",""Chughā Gāwānah"",""Chughā Gāwānah"",""ancient location and modern archaeological excavation site"",Q8,Q389596,Q389595,Q389597,@34.1101/46.5286,""""""Chughā Gāwānah"""""",Q389601",,,,CGV,0,2,Palum,Chughā Gāwānah,,,چقاگاوانه,,,,,,https://pleiades.stoa.org/places/188334599,https://www.openstreetmap.org/way/345763293,,,,https://fa.wikipedia.org/wiki/تپه_چغاگاوانه,,,,,https://wikidata.org/wiki/Q5959624,46.5286,34.1101,,both
96,577.0,,Q390170,,,,,,P671,804216207.0,,,,Acemhöyük,ancient location and modern archaeological excavation site,Q8,Q389596,Q389595,Q389597,@38.4117/33.8347,Acemhöyük,Q246325,,,,Human settlement in Turkey,Unknown,38.4117,33.8347,3.0,Q390170,,,Acemhöyük,Turkish,Acemhöyük,,,,,,,,804216207.0,181040055.0,way,CHK,,,,,,,,,,",""Acemhöyük"",""Acemhöyük"",""Acemhöyük"",""ancient location and modern archaeological excavation site"",Q8,Q389596,Q389595,Q389597,@38.4117/33.8347,""""""Acemhöyük"""""",Q246325",,,,CHK,0,3,,Acemhöyük,,,,,,,,,https://pleiades.stoa.org/places/804216207,https://www.openstreetmap.org/way/181040055,,https://en.wikipedia.org/wiki/Acemhöyük,,,,,https://tr.wikipedia.org/wiki/Acemhöyük,,https://wikidata.org/wiki/Q8438175,33.8347,38.4117,,both
97,472.0,,Q389959,,,,,,,,ar:جمجمال,,,Jamjamāl,ancient location and modern archaeological excavation site,Q8,Q389596,Q389595,Q389597,@35.5367/44.835,Jamjamāl,Q389598,,,,ancient location and modern archeologoical excavation site,Unknown,35.5367,44.835,3.0,Q389959,,,Jamjamāl,Arabic,,جمجمال,,,,,,,,,,CHM,,,,,,,,,,",""Jamjamāl"",""Jamjamāl"",""Jamjamāl"",""ancient location and modern archaeological excavation site"",Q8,Q389596,Q389595,Q389597,@35.5367/44.835,""""""Jamjamāl"""""",Q389598",,,,CHM,0,3,,Jamjamāl,جمجمال,,,,,,,,https://pleiades.stoa.org/places/955698086,https://www.openstreetmap.org/way/558484809,,,,,,,,,https://wikidata.org/wiki/Q108147515,44.8350,35.5367,,both
98,368.0,,Q389623,,261745.0,,,,P671,589802.0,,,,Iraklio,ancient location and modern archaeological excavation site,Q8,Q389596,Q389595,Q389597,@35.3402/25.1332,Irákleio,Q389599,,,,Human settlement in Greece,Unknown,35.3402,25.1332,1.0,Q389623,,,Irákleio,Georgian,,,,,Ηράκλειο,,,,589802.0,29438069.0,node,CHR,261745.0,,,,,,,,,",""Iraklio"",""Iraklio"",""Iraklio"",""ancient location and modern archaeological excavation site"",Q8,Q389596,Q389595,Q389597,@35.3402/25.1332,""""""Irákleio"""""",Q389599",,,,CHR,0,1,,Irákleio,,,,Ηράκλειο,,,,,https://pleiades.stoa.org/places/589802,https://www.openstreetmap.org/node/29438069,https://www.geonames.org/261745,https://en.wikipedia.org/wiki/Heracleium,,,,,,,https://wikidata.org/wiki/Q65075667,25.1332,35.3402,,both
99,122.0,,Q389862,تل_الخويرة,,,,, Tell Chuera ,677382294.0,ar:تل الشويرة,Q1693787,,Tell Chuera,ancient location and modern archaeological excavation site,Q8,Q389596,Q389595,Q389597,@36.6469/39.4981,Tall al-Shuwaiyrah,Q389598,https://en.wikipedia.org/wiki/Tell_Chuera,,,ancient location and modern archeologoical excavation site,Ḫarbe,36.6469,39.4981,3.0,Q389862,"""Ḫarbe (mod. Tell Chuera)""","""""""""204""""""""",Tall al-Shuwaiyrah,Arabic,,تل الشويرة,,,,,,,677382294.0,567060598.0,node,CHU,,Q1693787,https://ar.wikipedia.org/wiki/تل_الخويرة,,,,https://en.wikipedia.org/wiki/Tell_Chuera,,,",""Tell Chuera"",""Tell Chuera"",""Tell Chuera"",""ancient location and modern archaeological excavation site"",Q8,Q389596,Q389595,Q389597,@36.6469/39.4981,""""""Tall al-Shuwaiyrah"""""",Q389598",Q389787,Q210065,Eridu,CHU,204,3,Ḫarbe,Tall al-Shuwaiyrah,تل الشويرة,,,,,,,Ḫarbe (mod. Tell Chuera),https://pleiades.stoa.org/places/677382294,https://www.openstreetmap.org/node/567060598,,https://en.wikipedia.org/wiki/Tell_Chuera,https://ar.wikipedia.org/wiki/تل_الخويرة,,,,,,https://wikidata.org/wiki/Q1693787,39.4981,36.6469,,both
100,40.0,,Q389733,,,fa:کلماکره,,,,,,,,Kalmākarrah,ancient location and modern archaeological excavation site,Q8,Q389596,Q389595,Q389597,@33.1998/47.601,Kalmākarrah,Q389601,,,,ancient location and modern archeologoical excavation site,Unknown,33.1998,47.601,2.0,Q389733,"""uncertain (mod. Cave Kalm-karra)""","""""""""65""""""""",Kalmākarrah,Farsi,,,,کلماکره,,,,,,,,CKK,,,,,,,,,,",""Kalmākarrah"",""Kalmākarrah"",""Kalmākarrah"",""ancient location and modern archaeological excavation site"",Q8,Q389596,Q389595,Q389597,@33.1998/47.601,""""""Kalmākarrah"""""",Q389601",,,,CKK,65,2,,Kalmākarrah,,,کلماکره,,,,,uncertain (mod. Cave Kalm-karra),https://pleiades.stoa.org/places/764638887,,,,,,,,,,,47.6010,33.1998,,both
101,67.0,,Q389709,,139000.0,fa:چغازنبیل,,, Chogha Zanbil ,459393126.0,,Q4523,,Chogha Zanbil,ancient location and modern archaeological excavation site,Q8,Q389596,Q389595,Q389597,@32.0078/48.5229,Chughā Zanbīl,Q389601,https://en.wikipedia.org/wiki/Chogha_Zanbil,,,ancient location and modern archeologoical excavation site,Dur-Untaš,32.0078,48.5229,3.0,Q389709,"""Dur-Untaš (mod. Chogha Zanbil)""","""""""""109""""""""",Chughā Zanbīl,Farsi,,,,چغازنبیل,,,,,459393126.0,378521367.0,way,COZ,139000.0,Q4523,,https://fa.wikipedia.org/wiki/چغازنبیل,,,https://en.wikipedia.org/wiki/Chogha_Zanbil,,,",""Chogha Zanbil"",""Chogha Zanbil"",""Chogha Zanbil"",""ancient location and modern archaeological excavation site"",Q8,Q389596,Q389595,Q389597,@32.0078/48.5229,""""""Chughā Zanbīl"""""",Q389601",Q389967,Q3127717,Haradum,COZ,109,3,Dur-Untaš,Chughā Zanbīl,,,چغازنبیل,,,,,Dur-Untaš (mod. Chogha Zanbil),https://pleiades.stoa.org/places/459393126,https://www.openstreetmap.org/way/378521367,https://www.geonames.org/139000,https://en.wikipedia.org/wiki/Chogha_Zanbil,,https://fa.wikipedia.org/wiki/چغازنبیل,,,,,https://wikidata.org/wiki/Q4523,48.5229,32.0078,,both
102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CPA,653,2,,Chanār-i Pāyn,,,چنار پايين,,,,,,https://pleiades.stoa.org/places/503453020,,,,,,,,,,,47.6047,33.5067,,right_only
103,396.0,revise,Q389707,,,fa:چغاپهن,,,,,,,,Chugha Pahn,ancient location and modern archaeological excavation site,Q8,Q389596,Q389595,Q389597,@32.1851/48.4862,Chughā Pahn,Q389601,,,,ancient location and modern archeologoical excavation site,Unknown,32.1851,48.4862,2.0,Q389707,,,Chughā Pahn,Farsi,,,,چغاپهن,,,,,,,,CPW,,,,,,,,,,",""Chugha Pahn"",""Chugha Pahn"",""Chugha Pahn"",""ancient location and modern archaeological excavation site"",Q8,Q389596,Q389595,Q389597,@32.1851/48.4862,""""""Chughā Pahn"""""",Q389601",,,,CPE,0,3,,Chughā Pahn,,,چغاپهن,,,,,,https://pleiades.stoa.org/places/499411945,,,,,,,,,,,48.6133,32.2291,,both
104,397.0,revise,Q389707,,,fa:چغاپهن,,,,,,,,Chugha Pahn,ancient location and modern archaeological excavation site,Q8,Q389596,Q389595,Q389597,@32.2291/48.6133,Chughā Pahn,Q389601,,,,ancient location and modern archeologoical excavation site,Unknown,32.2291,48.6133,3.0,Q389707,,,Chughā Pahn,Farsi,,,,چغاپهن,,,,,,,,CPE,,,,,,,,,,",""Chugha Pahn"",""Chugha Pahn"",""Chugha Pahn"",""ancient location and modern archaeological excavation site"",Q8,Q389596,Q389595,Q389597,@32.2291/48.6133,""""""Chughā Pahn"""""",Q389601",,,,CPE,0,3,,Chughā Pahn,,,چغاپهن,,,,,,https://pleiades.stoa.org/places/499411945,,,,,,,,,,,48.6133,32.2291,,both
105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CPU,655,2,,Chiyāpuykah,,,چياپويكه,,,,,,https://pleiades.stoa.org/places/872872447,,,,,,,,,,,47.6180,33.4981,,right_only
106,396.0,revise,Q389707,,,fa:چغاپهن,,,,,,,,Chugha Pahn,ancient location and modern archaeological excavation site,Q8,Q389596,Q389595,Q389597,@32.1851/48.4862,Chughā Pahn,Q389601,,,,ancient location and modern archeologoical excavation site,Unknown,32.1851,48.4862,2.0,Q389707,,,Chughā Pahn,Farsi,,,,چغاپهن,,,,,,,,CPW,,,,,,,,,,",""Chugha Pahn"",""Chugha Pahn"",""Chugha Pahn"",""ancient location and modern archaeological excavation site"",Q8,Q389596,Q389595,Q389597,@32.1851/48.4862,""""""Chughā Pahn"""""",Q389601",,,,CPW,0,2,,Chughā Pahn,,,چغاپهن,,,,,,https://pleiades.stoa.org/places/447650480,,,,,,,,,,,48.4862,32.1851,,both
107,397.0,revise,Q389707,,,fa:چغاپهن,,,,,,,,Chugha Pahn,ancient location and modern archaeological excavation site,Q8,Q389596,Q389595,Q389597,@32.2291/48.6133,Chughā Pahn,Q389601,,,,ancient location and modern archeologoical excavation site,Unknown,32.2291,48.6133,3.0,Q389707,,,Chughā Pahn,Farsi,,,,چغاپهن,,,,,,,,CPE,,,,,,,,,,",""Chugha Pahn"",""Chugha Pahn"",""Chugha Pahn"",""ancient location and modern archaeological excavation site"",Q8,Q389596,Q389595,Q389597,@32.2291/48.6133,""""""Chughā Pahn"""""",Q389601",,,,CPW,0,2,,Chughā Pahn,,,چغاپهن,,,,,,https://pleiades.stoa.org/places/447650480,,,,,,,,,,,48.4862,32.1851,,both
108,395.0,,Q389706,,,fa:چغا سبز,,,,,,,,Chughā Sabz,ancient location and modern archaeological excavation site,Q8,Q389596,Q389595,Q389597,@33.3179/47.3953,Chughā Sabz,Q389601,,,,ancient location and modern archeologoical excavation site,Unknown,33.3179,47.3953,1.0,Q389706,,,Chughā Sabz,Farsi,,,,چغا سبز,,,,,,,,CSA,,,,,,,,,,",""Chughā Sabz"",""Chughā Sabz"",""Chughā Sabz"",""ancient location and modern archaeological excavation site"",Q8,Q389596,Q389595,Q389597,@33.3179/47.3953,""""""Chughā Sabz"""""",Q389601",,,,CSA,0,3,,Chughā Sabz,,,چغا سبز,,,,,,https://pleiades.stoa.org/places/198812460,,,,,,,,,,,47.3953,33.3179,,both
109,326.0,,Q389612,أفاريس,,,,, Tell El-Dab'a ,727080.0,ar:تل الضبعة,Q3517370,,Tell El-Dab'a,ancient location and modern archaeological excavation site,Q8,Q389596,Q389595,Q389597,@30.7867/31.8233,Tall al-Ḍabʻa,Q389598,https://en.wikipedia.org/wiki/Tell_El-Dab%27a,,,Human settlement in Egypt,Unknown,30.7867,31.8233,3.0,Q389612,,,Tall al-Ḍabʻa,Arabic,,تل الضبعة,,,,,,,727080.0,,,DAB,,Q3517370,https://ar.wikipedia.org/wiki/أفاريس,,,,https://en.wikipedia.org/wiki/Tell_El-Dab%27a,Greek,Q172951,",""Tell El-Dab'a"",""Tell El-Dab'a"",""Tell El-Dab'a"",""ancient location and modern archaeological excavation site"",Q8,Q389596,Q389595,Q389597,@30.7867/31.8233,""""""Tall al-Ḍabʻa"""""",Q389598",Q390004,Q206236,Qā`lah Arbīl,DAB,0,3,,Tall al-Ḍabʻa,تل الضبعة,,,,,,,,https://pleiades.stoa.org/places/727080,,,https://en.wikipedia.org/wiki/Tell_El-Dab%27a,https://ar.wikipedia.org/wiki/أفاريس,,,,,,https://wikidata.org/wiki/Q3517370,31.8233,30.7867,,both
110,277.0,,Q389648,,249738.0,,,,,,ar:تل داميا,Q27124611,,Tell Damiya,ancient location and modern archaeological excavation site,Q8,Q389596,Q389595,Q389597,@32.1038/35.5469,Tall Dāmiyā,Q389598,,,,Human settlement in Jordan,Adama,32.1038,35.5469,3.0,Q389648,,,Tall Dāmiyā,Arabic,,تل داميا,,,,,,,,,,DAM,249738.0,Q27124611,,,,,,,,",""Tell Damiya"",""Tell Damiya"",""Tell Damiya"",""ancient location and modern archaeological excavation site"",Q8,Q389596,Q389595,Q389597,@32.1038/35.5469,""""""Tall Dāmiyā"""""",Q389598",Q389656,Q14751553,İnandıktepe,DAM,0,3,Adama,Tall Dāmiyā,تل داميا,,,,,,,,https://pleiades.stoa.org/places/198812461,,https://www.geonames.org/249738,,,,,,,,,35.5469,32.1038,,both
111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAS,0,3,Daskyleion,Hisartepe,,,,,,,,,https://pleiades.stoa.org/places/511225,https://www.openstreetmap.org/way/234159207,,,,,,,https://tr.wikipedia.org/wiki/Daskileion,,,28.0507,40.1326,,right_only
112,319.0,,Q389622,تل_دفنه,358515.0,,,, Tahpanhes ,,ar:كوم دفنة,Q1810451,,Tahpanhes,ancient location and modern archaeological excavation site,Q8,Q389596,Q389595,Q389597,@30.8579/32.1774,Kūm Dafnah,Q389598,https://en.wikipedia.org/wiki/Tahpanhes,,,Human settlement in Egypt,Unknown,30.8579,32.1774,3.0,Q389622,,,Kūm Dafnah,Arabic,,كوم دفنة,,,,,,,,,,DEF,358515.0,Q1810451,https://ar.wikipedia.org/wiki/تل_دفنه,,,,https://en.wikipedia.org/wiki/Tahpanhes,,,",""Tahpanhes"",""Tahpanhes"",""Tahpanhes"",""ancient location and modern archaeological excavation site"",Q8,Q389596,Q389595,Q389597,@30.8579/32.1774,""""""Kūm Dafnah"""""",Q389598",Q92367,Q174916,Tartus,DEF,0,3,,Kūm Dafnah,كوم دفنة,,,,,,,,https://pleiades.stoa.org/places/727103,,https://www.geonames.org/358515,https://en.wikipedia.org/wiki/Tahpanhes,https://ar.wikipedia.org/wiki/تل_دفنه,,,,,,https://wikidata.org/wiki/Q1810451,32.1774,30.8579,,both
113,557.0,,Q390140,,317435.0,,,,,,,,,Değirmenköy,ancient location and modern archaeological excavation site,Q8,Q389596,Q389595,Q389597,@38.5131/43.5152,Değirmenköy,Q246325,,,,ancient location and modern archeologoical excavation site,Unknown,38.5131,43.5152,2.0,Q390140,,,Değirmenköy,Turkish,,,,,,,,,,1482093753.0,node,DEG,317435.0,,,,,,,,,",""Değirmenköy"",""Değirmenköy"",""Değirmenköy"",""ancient location and modern archaeological excavation site"",Q8,Q389596,Q389595,Q389597,@38.5131/43.5152,""""""Değirmenköy"""""",Q246325",,,,DEG,0,2,,Değirmenköy,,,,,,,,,https://pleiades.stoa.org/places/917322799,https://www.openstreetmap.org/node/1482093753,https://www.geonames.org/317435,,,,,,,,,43.5152,38.5131,,both
114,129.0,,Q389973,دورا_أوربوس,172481.0,,,, Dura-Europos ,893990.0,ar:دورا أوربوس,Q464266,,Dura-Europos,ancient location and modern archaeological excavation site,Q8,Q389596,Q389595,Q389597,@34.7479/40.7298,Dūrā Awrubūs,Q389598,https://en.wikipedia.org/wiki/Dura-Europos,,,ancient location and modern archeologoical excavation site,Dura-Europos,34.7479,40.7298,3.0,Q389973,"""uncertain (mod. Dura-Europus)""","""""""""220""""""""",Dūrā Awrubūs,Arabic,,دورا أوربوس,,,,,,,893990.0,23197438.0,way,DEP,172481.0,Q464266,https://ar.wikipedia.org/wiki/دورا_أوربوس,,,,https://en.wikipedia.org/wiki/Dura-Europos,,,",""Dura-Europos"",""Dura-Europos"",""Dura-Europos"",""ancient location and modern archaeological excavation site"",Q8,Q389596,Q389595,Q389597,@34.7479/40.7298,""""""Dūrā Awrubūs"""""",Q389598",Q389944,Q3217825,Larak,DEP,220,3,Dura-Europos,Dūrā Awrubūs,دورا أوربوس,,,,,,,uncertain (mod. Dura-Europus),https://pleiades.stoa.org/places/893990,https://www.openstreetmap.org/way/23197438,https://www.geonames.org/172481,https://en.wikipedia.org/wiki/Dura-Europos,https://ar.wikipedia.org/wiki/دورا_أوربوس,,,,,,https://wikidata.org/wiki/Q464266,40.7298,34.7479,,both
115,110.0,,Q389922,دير_(سومر),,,,, Der (Sumer) ,903013.0,ar:تل عقار,Q262432,,Der,ancient location and modern archaeological excavation site,Q8,Q389596,Q389595,Q389597,@33.1238/45.9316,Tall ‘Aqār,Q389598,https://en.wikipedia.org/wiki/Der_%28Sumer%29,,,ancient location and modern archeologoical excavation site,Der,33.1238,45.9316,3.0,Q389922,"""Der (mod. Tell Aqar)""","""""""""178""""""""",Tall ‘Aqār,Arabic,,تل عقار,,,,,,,903013.0,7321216985.0,node,DER,,Q262432,https://ar.wikipedia.org/wiki/دير_(سومر),,,,https://en.wikipedia.org/wiki/Der_%28Sumer%29,,,",""Der"",""Der"",""Der"",""ancient location and modern archaeological excavation site"",Q8,Q389596,Q389595,Q389597,@33.1238/45.9316,""""""Tall ‘Aqār"""""",Q389598",Q389686,Q6659990,Liyan,DER,178,3,Der,Tall ‘Aqār,تل عقار,,,,,,,Der (mod. Tell Aqar),https://pleiades.stoa.org/places/903013,https://www.openstreetmap.org/node/7321216985,,https://en.wikipedia.org/wiki/Der_%28Sumer%29,https://ar.wikipedia.org/wiki/دير_(سومر),,,,,,https://wikidata.org/wiki/Q262432,45.9316,33.1238,,both
116,388.0,,Q389691,,,fa:تپه دیلم,,,,,,,,Tapah Daylam,ancient location and modern archaeological excavation site,Q8,Q389596,Q389595,Q389597,@32.1672/48.4262,Tapah Daylam,Q389601,,,,ancient location and modern archeologoical excavation site,Unknown,32.1672,48.4262,3.0,Q389691,,,Tapah Daylam,Farsi,,,,تپه دیلم,,,,,,,,DEY,,,,,,,,,,",""Tapah Daylam"",""Tapah Daylam"",""Tapah Daylam"",""ancient location and modern archaeological excavation site"",Q8,Q389596,Q389595,Q389597,@32.1672/48.4262,""""""Tapah Daylam"""""",Q389601",,,,DEY,0,3,,Tapah Daylam,,,تپه دیلم,,,,,,https://pleiades.stoa.org/places/369438235,,,,,,,,,,,48.4262,32.1672,,both
117,431.0,,Q389778,,,,,,,,,,,Dugirdkhan,ancient location and modern archaeological excavation site,Q8,Q389596,Q389595,Q389597,@36.1549/44.8475,Dugirdkhan,Q389598,,,,ancient location and modern archeologoical excavation site,Unknown,36.1549,44.8475,3.0,Q389778,,,Dugirdkhan,Arabic,,Unknown,,,,,,,,,,DGK,,,,,,,,,,",""Dugirdkhan"",""Dugirdkhan"",""Dugirdkhan"",""ancient location and modern archaeological excavation site"",Q8,Q389596,Q389595,Q389597,@36.1549/44.8475,""""""Dugirdkhan"""""",Q389598",,,,DGK,0,3,,Dugirdkhan,,,,,,,,,https://pleiades.stoa.org/places/369438236,,,,,,,,,,,44.8475,36.1549,,both
118,476.0,,Q389970,,288760.0,,,,,,ar:دب,,,Dibba,ancient location and modern archaeological excavation site,Q8,Q389596,Q389595,Q389597,@25.6317/56.2639,Dibba,Q389598,,,,ancient location and modern archeologoical excavation site,Unknown,25.6317,56.2639,1.0,Q389970,,,Dibba,Arabic,,دب,,,,,,,,2892004608.0,node,DIB,288760.0,,,,,,,,,",""Dibba"",""Dibba"",""Dibba"",""ancient location and modern archaeological excavation site"",Q8,Q389596,Q389595,Q389597,@25.6317/56.2639,""""""Dibba"""""",Q389598",,,,DIB,0,1,,Dibba,دب,,,,,,,,https://pleiades.stoa.org/places/369438237,https://www.openstreetmap.org/node/2892004608,https://www.geonames.org/288760,,,,,,,,,56.2639,25.6317,,both
